s_no,key,num_equality_compares,cumulative_avg
11938,interview,2,2.09
11939,arrangement,2,2.09
11940,contrived,2,2.09
11941,anticipating,2,2.09
11942,sentence,2,2.09
11943,returned,2,2.09
11944,evidently,2,2.09
11945,understood,2,2.09
11946,thousand,2,2.09
11947,desolate,2,2.09
11948,directly,2,2.09
11949,attachment,2,2.09
11950,reliance,2,2.09
11951,beautiful,2,2.09
11952,grieving,6,2.09
11953,sighalmost,2,2.09
11954,attracted,2,2.09
11955,gentleman,2,2.09
11956,hillside,2,2.09
11957,tumbling,2,2.09
11958,ridingcoat,2,2.09
11959,topboots,0,2.09
11960,touching,2,2.09
11961,surfaces,2,2.09
11962,untrimmed,4,2.09
11963,indifference,2,2.09
11964,sufficiently,2,2.09
11965,remarkable,2,2.09
11966,remonstrance,2,2.09
11967,attracted,2,2.09
11968,naturally,2,2.09
11969,handsome,2,2.09
11970,features,2,2.09
11971,expression,2,2.09
11972,prisoners,2,2.09
11973,strongly,2,2.09
11974,reminded,2,2.09
11975,expression,2,2.09
11976,unexpectedly,6,2.09
11977,wistfully,0,2.09
11978,seventyeighth,0,2.09
11979,steadily,2,2.09
11980,constantly,4,2.09
11981,occupied,2,2.09
11982,respected,2,2.09
11983,business,2,2.09
11984,business,2,2.09
11985,seventyeight,2,2.09
11986,solitary,2,2.09
11987,bachelor,2,2.09
11988,answered,2,2.09
11989,solitary,2,2.09
11990,attachment,2,2.09
11991,gratitude,2,2.09
11992,creature,2,2.09
11993,serviceable,2,2.09
11994,remembered,2,2.09
11995,seventyeight,4,2.09
11996,seventyeight,4,2.09
11997,childhood,2,2.09
11998,responding,2,2.09
11999,softened,2,2.09
12000,answered,2,2.09
12001,beginning,2,2.09
12002,smoothings,0,2.09
12003,preparings,2,2.09
12004,remembrances,2,2.09
12005,associations,2,2.09
12006,confirmed,4,2.09
12007,understand,2,2.09
12008,exclaimed,2,2.09
12009,terminated,2,2.09
12010,conversation,2,2.09
12011,reverting,2,2.09
12012,vagabond,2,2.09
12013,restless,2,2.09
12014,reappear,0,2.09
12015,tomorrow,2,2.09
12016,unhappily,4,2.09
12017,downstairs,2,2.09
12018,destination,2,2.09
12019,lingered,2,2.09
12020,distance,2,2.09
12021,hundreds,2,2.09
12022,woodsawyer,2,2.09
12023,shopdoor,0,2.09
12024,inquisitively,0,2.09
12025,republic,6,2.09
12026,guillotine,2,2.09
12027,sixtythree,0,2.09
12028,complain,0,2.09
12029,sometimes,2,2.09
12030,exhausted,2,2.09
12031,yourself,2,2.09
12032,sixtythree,2,2.09
12033,grinning,0,2.09
12034,executioner,2,2.09
12035,sensible,4,2.09
12036,woodsawyer,2,2.09
12037,answering,2,2.09
12038,shoulder,2,2.09
12039,frenchman,2,2.09
12040,frenchman,2,2.09
12041,englishman,2,2.09
12042,persisted,2,2.09
12043,glimmering,0,2.09
12044,traversing,2,2.09
12045,remembered,2,2.09
12046,streetsmuch,0,2.09
12047,thoroughfares,0,2.09
12048,remained,4,2.09
12049,uncleansed,0,2.09
12050,terrorhe,0,2.09
12051,chemists,2,2.09
12052,tortuous,2,2.09
12053,thoroughfare,0,2.09
12054,confronted,2,2.09
12055,whistled,0,2.09
12056,separate,2,2.09
12057,consequences,2,2.09
12058,perfectly,2,2.09
12059,deliberately,2,2.09
12060,glancing,2,2.09
12061,tomorrow,2,2.09
12062,reckless,2,2.09
12063,fastsailing,0,2.09
12064,expressive,2,2.09
12065,negligence,0,2.09
12066,defiance,2,2.09
12067,wandered,2,2.09
12068,struggled,2,2.09
12069,earliest,0,2.09
12070,competitors,0,2.09
12071,followed,2,2.09
12072,resurrection,0,2.09
12073,believeth,0,2.09
12074,whosoever,2,2.09
12075,believeth,2,2.09
12076,dominated,0,2.09
12077,sixtythree,2,2.09
12078,tomorrows,0,2.09
12079,awaiting,2,2.09
12080,tomorrows,2,2.09
12081,tomorrows,2,2.09
12082,association,2,2.09
12083,repeated,2,2.09
12084,interest,2,2.09
12085,forgetful,2,2.09
12086,surrounding,2,2.09
12087,churches,2,2.09
12088,revulsion,2,2.09
12089,travelled,2,2.09
12090,selfdestruction,0,2.09
12091,priestly,0,2.09
12092,impostors,0,2.09
12093,plunderers,0,2.09
12094,profligates,2,2.09
12095,burialplaces,2,2.09
12096,reserved,2,2.09
12097,abounding,8,2.09
12098,material,2,2.09
12099,sorrowful,2,2.09
12100,haunting,8,2.09
12101,guillotine,2,2.09
12102,interest,2,2.09
12103,settling,2,2.09
12104,suspected,2,2.09
12105,gentility,0,2.09
12106,nightcaps,4,2.09
12107,theatres,2,2.09
12108,cheerfully,2,2.09
12109,chatting,2,2.09
12110,resurrection,2,2.09
12111,believeth,2,2.09
12112,whosoever,2,2.09
12113,believeth,2,2.09
12114,perfectly,2,2.09
12115,sometimes,2,2.09
12116,repeated,2,2.09
12117,listening,2,2.09
12118,splashed,2,2.09
12119,riverwalls,0,2.09
12120,picturesque,2,2.09
12121,confusion,2,2.09
12122,cathedral,0,2.09
12123,creation,4,2.09
12124,delivered,2,2.09
12125,dominion,0,2.09
12126,glorious,2,2.09
12127,straight,2,2.09
12128,reverently,2,2.09
12129,appeared,2,2.09
12130,sparkled,2,2.09
12131,congenial,2,2.09
12132,stillness,2,2.09
12133,lingered,2,2.09
12134,watching,2,2.09
12135,purposeless,2,2.09
12136,absorbed,2,2.09
12137,tradingboat,0,2.09
12138,softened,2,2.09
12139,disappeared,2,2.09
12140,merciful,2,2.09
12141,consideration,2,2.09
12142,blindnesses,0,2.09
12143,resurrection,2,2.09
12144,sheepwhom,0,2.09
12145,dreadpressed,0,2.09
12146,sustaining,2,2.09
12147,encouraging,2,2.09
12148,admiring,2,2.09
12149,tenderness,2,2.09
12150,courageous,6,2.09
12151,brightened,0,2.09
12152,animated,2,2.09
12153,influence,2,2.09
12154,influence,2,2.09
12155,tribunal,2,2.09
12156,procedure,0,2.09
12157,ensuring,2,2.09
12158,reasonable,2,2.09
12159,revolution,2,2.09
12160,ceremonies,2,2.09
12161,monstrously,0,2.09
12162,suicidal,0,2.09
12163,vengeance,2,2.09
12164,revolution,2,2.09
12165,determined,2,2.09
12166,patriots,2,2.09
12167,republicans,12,2.09
12168,yesterday,2,2.09
12169,tomorrow,2,2.09
12170,prominent,0,2.09
12171,perpetually,0,2.09
12172,hovering,0,2.09
12173,appearance,2,2.09
12174,satisfaction,2,2.09
12175,spectators,2,2.09
12176,thirsting,0,2.09
12177,canniballooking,10,2.09
12178,bloodyminded,2,2.09
12179,empannelled,0,2.09
12180,prosecutor,2,2.09
12181,favourable,0,2.09
12182,uncompromising,0,2.09
12183,murderous,2,2.09
12184,businessmeaning,0,2.09
12185,approvingly,4,2.09
12186,strained,2,2.09
12187,attention,2,2.09
12188,evremonde,2,2.09
12189,released,2,2.09
12190,yesterday,2,2.09
12191,reaccused,0,2.09
12192,yesterday,2,2.09
12193,indictment,2,2.09
12194,delivered,2,2.09
12195,suspected,2,2.09
12196,denounced,2,2.09
12197,republic,6,2.09
12198,aristocrat,2,2.09
12199,proscribed,2,2.09
12200,abolished,2,2.09
12201,privileges,2,2.09
12202,infamous,2,2.09
12203,oppression,2,2.09
12204,evremonde,2,2.09
12205,proscription,0,2.09
12206,absolutely,2,2.09
12207,prosecutor,2,2.09
12208,president,12,2.09
12209,denounced,2,2.09
12210,secretly,0,2.09
12211,president,12,2.09
12212,winevendor,0,2.09
12213,alexandre,2,2.09
12214,physician,2,2.09
12215,trembling,2,2.09
12216,standing,2,2.09
12217,president,12,2.09
12218,indignantly,2,2.09
12219,daughter,2,2.09
12220,daughter,2,2.09
12221,conspirator,0,2.09
12222,denounce,2,2.09
12223,tranquil,2,2.09
12224,submission,2,2.09
12225,authority,2,2.09
12226,tribunal,2,2.09
12227,yourself,2,2.09
12228,republic,6,2.09
12229,acclamations,2,2.09
12230,president,12,2.09
12231,republic,6,2.09
12232,sacrifice,2,2.09
12233,sacrifice,2,2.09
12234,meanwhile,2,2.09
12235,acclamations,4,2.09
12236,trembling,2,2.09
12237,daughter,2,2.09
12238,together,2,2.09
12239,restored,2,2.09
12240,produced,4,2.09
12241,expounded,0,2.09
12242,imprisonment,2,2.09
12243,prisoner,4,2.09
12244,released,2,2.09
12245,delivered,2,2.09
12246,examination,2,2.09
12247,followed,2,2.09
12248,bastille,6,2.09
12249,screeched,2,2.09
12250,patriots,2,2.09
12251,cannonier,0,2.09
12252,accursed,2,2.09
12253,fortress,2,2.09
12254,patriots,2,2.09
12255,vengeance,2,2.09
12256,commendations,0,2.09
12257,audience,2,2.09
12258,assisted,2,2.09
12259,proceedings,4,2.09
12260,president,12,2.09
12261,vengeance,2,2.09
12262,encouragement,2,2.09
12263,shrieked,2,2.09
12264,likewise,2,2.09
12265,commended,2,2.09
12266,tribunal,2,2.09
12267,bastille,6,2.09
12268,steadily,2,2.09
12269,prisoner,4,2.09
12270,confined,2,2.09
12271,fellowcitizen,0,2.09
12272,directed,2,2.09
12273,replaced,2,2.09
12274,business,2,2.09
12275,specimens,0,2.09
12276,president,12,2.09
12277,stillnessthe,0,2.09
12278,prisoner,4,2.09
12279,lovingly,2,2.09
12280,solicitude,2,2.09
12281,prisoner,4,2.09
12282,feasting,0,2.09
12283,substance,2,2.09
12284,alexandre,2,2.09
12285,unfortunate,2,2.09
12286,physician,2,2.09
12287,beauvais,2,2.09
12288,afterwards,2,2.09
12289,resident,0,2.09
12290,melancholy,2,2.09
12291,bastille,6,2.09
12292,intervals,2,2.09
12293,difficulty,2,2.09
12294,laboriously,0,2.09
12295,concealment,2,2.09
12296,difficulty,2,2.09
12297,scrapings,0,2.09
12298,charcoal,2,2.09
12299,captivity,2,2.09
12300,departed,2,2.09
12301,terrible,2,2.09
12302,warnings,8,2.09
12303,unimpaired,0,2.09
12304,solemnly,4,2.09
12305,possession,2,2.09
12306,mindthat,0,2.09
12307,circumstantialand,0,2.09
12308,recorded,4,2.09
12309,judgmentseat,0,2.09
12310,moonlight,4,2.09
12311,december,2,2.09
12312,twentysecond,0,2.09
12313,refreshment,2,2.09
12314,distance,2,2.09
12315,residence,2,2.09
12316,medicine,8,2.09
12317,carriage,2,2.09
12318,carriage,2,2.09
12319,apprehensive,0,2.09
12320,otherwise,2,2.09
12321,carriage,2,2.09
12322,answered,2,2.09
12323,carriage,2,2.09
12324,gentlemen,2,2.09
12325,observed,2,2.09
12326,appeared,2,2.09
12327,themselves,2,2.09
12328,carriage,2,2.09
12329,observed,2,2.09
12330,formerly,6,2.09
12331,beauvais,2,2.09
12332,physician,2,2.09
12333,originally,2,2.09
12334,reputation,2,2.09
12335,gentlemen,2,2.09
12336,returned,2,2.09
12337,graciously,2,2.09
12338,residence,2,2.09
12339,fortunate,2,2.09
12340,informed,2,2.09
12341,probably,2,2.09
12342,direction,2,2.09
12343,followed,2,2.09
12344,overtaking,2,2.09
12345,carriage,2,2.09
12346,imperious,0,2.09
12347,themselves,2,2.09
12348,carriage,2,2.09
12349,gentlemen,2,2.09
12350,assistance,2,2.09
12351,summoned,2,2.09
12352,condition,2,2.09
12353,confidence,2,2.09
12354,ascertain,4,2.09
12355,yourself,2,2.09
12356,describe,2,2.09
12357,carriage,2,2.09
12358,springing,2,2.09
12359,carriage,2,2.09
12360,conversation,2,2.09
12361,occurred,2,2.09
12362,describe,2,2.09
12363,everything,2,2.09
12364,constraining,0,2.09
12365,hidingplace,0,2.09
12366,carriage,2,2.09
12367,twothirds,0,2.09
12368,barrieri,0,2.09
12369,estimate,0,2.09
12370,distance,2,2.09
12371,afterwards,2,2.09
12372,traversed,2,2.09
12373,presently,2,2.09
12374,solitary,2,2.09
12375,alighted,6,2.09
12376,footpath,0,2.09
12377,neglected,2,2.09
12378,fountain,2,2.09
12379,overflowed,2,2.09
12380,immediately,2,2.09
12381,conductors,4,2.09
12382,particular,2,2.09
12383,attention,2,2.09
12384,commonly,0,2.09
12385,likewise,2,2.09
12386,brothers,2,2.09
12387,perceived,2,2.09
12388,brothers,2,2.09
12389,alighting,4,2.09
12390,brothers,2,2.09
12391,relocked,0,2.09
12392,proceeding,0,2.09
12393,conducted,4,2.09
12394,straight,2,2.09
12395,ascended,2,2.09
12396,assuredly,2,2.09
12397,handkerchiefs,2,2.09
12398,portions,0,2.09
12399,gentlemans,2,2.09
12400,ceremony,2,2.09
12401,armorial,0,2.09
12402,bearings,0,2.09
12403,contemplation,4,2.09
12404,restless,2,2.09
12405,strivings,0,2.09
12406,suffocation,0,2.09
12407,breathing,2,2.09
12408,embroidery,2,2.09
12409,constantly,4,2.09
12410,piercing,2,2.09
12411,repeated,2,2.09
12412,piercing,4,2.09
12413,variation,0,2.09
12414,cessation,2,2.09
12415,utterance,4,2.09
12416,distinguish,2,2.09
12417,brothers,2,2.09
12418,exercised,0,2.09
12419,authority,2,2.09
12420,answered,2,2.09
12421,contempt,2,2.09
12422,association,2,2.09
12423,impatiently,4,2.09
12424,rejoined,2,2.09
12425,gentlemen,2,2.09
12426,provided,4,2.09
12427,medicines,0,2.09
12428,obtained,2,2.09
12429,haughtily,0,2.09
12430,medicines,2,2.09
12431,stoppers,0,2.09
12432,anything,2,2.09
12433,narcotic,0,2.09
12434,medicines,2,2.09
12435,themselves,2,2.09
12436,administered,2,2.09
12437,monsieur,2,2.09
12438,difficulty,2,2.09
12439,intended,2,2.09
12440,necessary,2,2.09
12441,influence,2,2.09
12442,suppressed,2,2.09
12443,attendance,2,2.09
12444,downstairs,2,2.09
12445,retreated,2,2.09
12446,indifferently,2,2.09
12447,furnishedevidently,0,2.09
12448,recently,2,2.09
12449,occupied,2,2.09
12450,temporarily,2,2.09
12451,hangings,4,2.09
12452,continued,2,2.09
12453,succession,6,2.09
12454,counting,6,2.09
12455,unfastened,8,2.09
12456,bandages,14,2.09
12457,restraining,0,2.09
12458,encouragement,2,2.09
12459,sufferers,2,2.09
12460,soothing,2,2.09
12461,influence,2,2.09
12462,tranquillised,4,2.09
12463,pendulum,2,2.09
12464,brothers,2,2.09
12465,startled,2,2.09
12466,pressing,2,2.09
12467,carelessly,2,2.09
12468,answered,2,2.09
12469,staircase,2,2.09
12470,plastered,8,2.09
12471,circumstantial,2,2.09
12472,unshaken,0,2.09
12473,bastille,6,2.09
12474,captivity,2,2.09
12475,handsome,2,2.09
12476,seventeen,2,2.09
12477,clenched,0,2.09
12478,straight,2,2.09
12479,examined,2,2.09
12480,answered,2,2.09
12481,swordthrust,0,2.09
12482,received,2,2.09
12483,handsome,2,2.09
12484,fellowcreature,0,2.09
12485,monsieur,2,2.09
12486,brothers,2,2.09
12487,swordlike,0,2.09
12488,gentleman,2,2.09
12489,humanity,2,2.09
12490,acknowledge,0,2.09
12491,inconvenient,0,2.09
12492,different,2,2.09
12493,creature,2,2.09
12494,incapable,2,2.09
12495,compassionate,2,2.09
12496,sometimes,2,2.09
12497,sometimes,2,2.09
12498,distance,2,2.09
12499,referred,2,2.09
12500,presence,2,2.09
12501,shameful,4,2.09
12502,betrothed,0,2.09
12503,greatest,4,2.09
12504,difficulty,2,2.09
12505,gathered,2,2.09
12506,dreadful,2,2.09
12507,emphasis,2,2.09
12508,superior,2,2.09
12509,beingstaxed,0,2.09
12510,wretched,2,2.09
12511,forbidden,0,2.09
12512,pillaged,2,2.09
12513,plundered,0,2.09
12514,shutters,0,2.09
12515,dreadful,2,2.09
12516,miserable,2,2.09
12517,oppressed,2,2.09
12518,bursting,2,2.09
12519,supposed,2,2.09
12520,somewhere,2,2.09
12521,nevertheless,2,2.09
12522,cottageour,0,2.09
12523,husbands,2,2.09
12524,virtuous,2,2.09
12525,persuade,4,2.09
12526,influence,2,2.09
12527,lookeron,0,2.09
12528,opposing,6,2.09
12529,confronting,2,2.09
12530,bastille,6,2.09
12531,gentlemans,2,2.09
12532,negligent,2,2.09
12533,indifference,2,2.09
12534,peasants,2,2.09
12535,troddendown,0,2.09
12536,sentiment,2,2.09
12537,passionate,2,2.09
12538,harnessed,2,2.09
12539,quieting,0,2.09
12540,disturbed,2,2.09
12541,unwholesome,2,2.09
12542,persuaded,0,2.09
12543,determination,2,2.09
12544,gathering,2,2.09
12545,clenched,2,2.09
12546,clenched,2,2.09
12547,permission,2,2.09
12548,brotherand,2,2.09
12549,pleasure,2,2.09
12550,diversion,0,2.09
12551,handwhere,0,2.09
12552,somewhere,2,2.09
12553,darkening,2,2.09
12554,narrowing,0,2.09
12555,trampled,2,2.09
12556,struggle,2,2.09
12557,himselfthrust,0,2.09
12558,fragments,2,2.09
12559,gentlemans,2,2.09
12560,soldiers,2,2.09
12561,supporting,4,2.09
12562,thinking,2,2.09
12563,referred,2,2.09
12564,invested,2,2.09
12565,extraordinary,2,2.09
12566,completely,2,2.09
12567,obliging,0,2.09
12568,supported,2,2.09
12569,answered,2,2.09
12570,answered,2,2.09
12571,separately,2,2.09
12572,forefinger,2,2.09
12573,returned,2,2.09
12574,precisely,2,2.09
12575,continuity,0,2.09
12576,probably,2,2.09
12577,repeated,2,2.09
12578,medicines,2,2.09
12579,advanced,2,2.09
12580,piercing,4,2.09
12581,stumbled,2,2.09
12582,distinctness,0,2.09
12583,twentysix,2,2.09
12584,opportunity,2,2.09
12585,byandbye,2,2.09
12586,lethargy,2,2.09
12587,released,2,2.09
12588,condition,2,2.09
12589,expectations,0,2.09
12590,describe,2,2.09
12591,strength,2,2.09
12592,curiosity,2,2.09
12593,prodigious,0,2.09
12594,strength,2,2.09
12595,answered,2,2.09
12596,difficulty,2,2.09
12597,recommended,0,2.09
12598,reputation,2,2.09
12599,probably,2,2.09
12600,interest,2,2.09
12601,listened,2,2.09
12602,patients,2,2.09
12603,breathing,2,2.09
12604,answering,2,2.09
12605,attention,2,2.09
12606,monsieur,2,2.09
12607,profession,2,2.09
12608,communications,2,2.09
12609,patients,2,2.09
12610,received,2,2.09
12611,confidence,2,2.09
12612,troubled,2,2.09
12613,breathing,2,2.09
12614,difficult,2,2.09
12615,carefully,2,2.09
12616,brothers,2,2.09
12617,difficulty,2,2.09
12618,detected,2,2.09
12619,consigned,2,2.09
12620,underground,2,2.09
12621,darkness,2,2.09
12622,narrative,2,2.09
12623,confusion,2,2.09
12624,brothers,2,2.09
12625,lingered,2,2.09
12626,understand,2,2.09
12627,syllables,4,2.09
12628,opportunity,2,2.09
12629,question,2,2.09
12630,brothers,2,2.09
12631,presented,2,2.09
12632,consciousness,4,2.09
12633,jealously,0,2.09
12634,careless,2,2.09
12635,communication,2,2.09
12636,observed,2,2.09
12637,bitterly,2,2.09
12638,resented,4,2.09
12639,brothers,2,2.09
12640,consideration,2,2.09
12641,appeared,2,2.09
12642,consideration,2,2.09
12643,degrading,0,2.09
12644,ridiculous,2,2.09
12645,brothers,2,2.09
12646,expression,2,2.09
12647,reminded,2,2.09
12648,disliked,0,2.09
12649,smoother,0,2.09
12650,incumbrance,4,2.09
12651,midnightat,0,2.09
12652,answering,2,2.09
12653,brothers,2,2.09
12654,downstairs,2,2.09
12655,impatient,2,2.09
12656,striking,2,2.09
12657,ridingwhips,2,2.09
12658,loitering,2,2.09
12659,congratulate,2,2.09
12660,postponed,0,2.09
12661,considered,2,2.09
12662,question,2,2.09
12663,resolved,2,2.09
12664,circumstances,2,2.09
12665,exchanged,2,2.09
12666,wearyworn,0,2.09
12667,anxiously,4,2.09
12668,considered,2,2.09
12669,privately,2,2.09
12670,minister,2,2.09
12671,summoned,2,2.09
12672,circumstances,2,2.09
12673,influence,2,2.09
12674,immunities,0,2.09
12675,expected,4,2.09
12676,profound,2,2.09
12677,resolved,2,2.09
12678,apprehension,2,2.09
12679,whatever,2,2.09
12680,conscious,2,2.09
12681,compromised,2,2.09
12682,possessing,2,2.09
12683,knowledge,2,2.09
12684,possessed,2,2.09
12685,complete,2,2.09
12686,completed,2,2.09
12687,benumbed,0,2.09
12688,dreadful,2,2.09
12689,engaging,2,2.09
12690,handsome,2,2.09
12691,agitation,2,2.09
12692,presented,2,2.09
12693,evremonde,2,2.09
12694,connected,2,2.09
12695,addressed,4,2.09
12696,embroidered,2,2.09
12697,difficulty,2,2.09
12698,arriving,0,2.09
12699,conclusion,2,2.09
12700,nobleman,4,2.09
12701,accurate,0,2.09
12702,conversation,2,2.09
12703,suspected,2,2.09
12704,discovered,2,2.09
12705,husbands,2,2.09
12706,resorted,2,2.09
12707,distress,2,2.09
12708,sympathy,2,2.09
12709,suffering,2,2.09
12710,believing,0,2.09
12711,greatest,4,2.09
12712,inducement,0,2.09
12713,confidence,2,2.09
12714,wretched,2,2.09
12715,ignorant,2,2.09
12716,yesterday,2,2.09
12717,compassionate,2,2.09
12718,marriage,2,2.09
12719,distrusted,0,2.09
12720,disliked,2,2.09
12721,influence,2,2.09
12722,carriage,2,2.09
12723,pointing,2,2.09
12724,inheritance,2,2.09
12725,otherwise,2,2.09
12726,presentiment,2,2.09
12727,innocent,2,2.09
12728,atonement,4,2.09
12729,required,2,2.09
12730,compassion,2,2.09
12731,lamenting,4,2.09
12732,discovered,2,2.09
12733,caressing,0,2.09
12734,faithful,2,2.09
12735,answered,2,2.09
12736,caressing,2,2.09
12737,mentioned,2,2.09
12738,husbands,2,2.09
12739,trusting,2,2.09
12740,delivered,2,2.09
12741,demanded,2,2.09
12742,followed,2,2.09
12743,upstairs,2,2.09
12744,supposed,2,2.09
12745,standing,2,2.09
12746,pinioned,0,2.09
12747,brothers,2,2.09
12748,identified,2,2.09
12749,extinguished,2,2.09
12750,brothers,2,2.09
12751,frightful,2,2.09
12752,abandoned,2,2.09
12753,descendants,0,2.09
12754,alexandre,2,2.09
12755,prisoner,4,2.09
12756,unbearable,2,2.09
12757,denounce,2,2.09
12758,answered,2,2.09
12759,denounce,2,2.09
12760,terrible,2,2.09
12761,document,2,2.09
12762,eagerness,2,2.09
12763,articulate,0,2.09
12764,narrative,4,2.09
12765,revengeful,2,2.09
12766,passions,2,2.09
12767,presence,2,2.09
12768,tribunal,2,2.09
12769,auditory,0,2.09
12770,defarges,2,2.09
12771,captured,0,2.09
12772,bastille,6,2.09
12773,memorials,2,2.09
12774,procession,2,2.09
12775,detested,2,2.09
12776,anathematised,4,2.09
12777,register,2,2.09
12778,services,0,2.09
12779,sustained,2,2.09
12780,denunciation,2,2.09
12781,denouncer,0,2.09
12782,wellknown,2,2.09
12783,attached,2,2.09
12784,frenzied,8,2.09
12785,aspirations,2,2.09
12786,populace,4,2.09
12787,imitations,0,2.09
12788,questionable,2,2.09
12789,antiquity,4,2.09
12790,sacrifices,2,2.09
12791,selfimmolations,0,2.09
12792,therefore,2,2.09
12793,president,12,2.09
12794,quivered,2,2.09
12795,shoulders,2,2.09
12796,physician,2,2.09
12797,republic,6,2.09
12798,republic,6,2.09
12799,obnoxious,0,2.09
12800,aristocrats,0,2.09
12801,doubtless,2,2.09
12802,daughter,2,2.09
12803,excitement,2,2.09
12804,patriotic,2,2.09
12805,sympathy,2,2.09
12806,influence,2,2.09
12807,murmured,2,2.09
12808,vengeance,2,2.09
12809,jurymans,4,2.09
12810,unanimously,0,2.09
12811,aristocrat,2,2.09
12812,republic,6,2.09
12813,notorious,0,2.09
12814,oppressor,6,2.09
12815,conciergerie,2,2.09
12816,fourandtwenty,0,2.09
12817,wretched,2,2.09
12818,innocent,2,2.09
12819,sentence,2,2.09
12820,mortally,0,2.09
12821,stricken,0,2.09
12822,representing,2,2.09
12823,demonstration,0,2.09
12824,tribunal,2,2.09
12825,adjourned,8,2.09
12826,movement,2,2.09
12827,emptying,2,2.09
12828,passages,2,2.09
12829,stretching,0,2.09
12830,consolation,2,2.09
12831,citizens,2,2.09
12832,compassion,2,2.09
12833,proposed,2,2.09
12834,silently,2,2.09
12835,acquiesced,2,2.09
12836,farewell,2,2.09
12837,blessing,2,2.09
12838,husbands,2,2.09
12839,supported,2,2.09
12840,blessing,2,2.09
12841,farewell,2,2.09
12842,separated,2,2.09
12843,byandbye,2,2.09
12844,followed,2,2.09
12845,struggle,2,2.09
12846,underwent,0,2.09
12847,suspected,2,2.09
12848,antipathy,0,2.09
12849,conquered,0,2.09
12850,otherwise,2,2.09
12851,prisoner,4,2.09
12852,together,2,2.09
12853,alwaysvain,2,2.09
12854,endeavour,2,2.09
12855,discharge,2,2.09
12856,presence,2,2.09
12857,beginning,2,2.09
12858,comforted,2,2.09
12859,released,2,2.09
12860,touching,2,2.09
12861,attitude,2,2.09
12862,comforting,2,2.09
12863,prisoners,2,2.09
12864,lovingly,2,2.09
12865,trembled,2,2.09
12866,supported,2,2.09
12867,pitythat,0,2.09
12868,tenderly,2,2.09
12869,staircase,2,2.09
12870,consciousness,4,2.09
12871,springing,2,2.09
12872,throwing,2,2.09
12873,passionately,2,2.09
12874,something,2,2.09
12875,something,2,2.09
12876,blooming,2,2.09
12877,unconscious,2,2.09
12878,remembered,2,2.09
12879,afterwards,2,2.09
12880,murmured,2,2.09
12881,afterwards,2,2.09
12882,grandchildren,2,2.09
12883,handsome,2,2.09
12884,suddenly,2,2.09
12885,following,2,2.09
12886,influence,2,2.09
12887,yesterday,2,2.09
12888,friendly,2,2.09
12889,recognisant,0,2.09
12890,services,2,2.09
12891,connected,2,2.09
12892,concealed,2,2.09
12893,strongest,2,2.09
12894,assurances,6,2.09
12895,returned,2,2.09
12896,tomorrow,2,2.09
12897,afternoon,2,2.09
12898,nowthough,0,2.09
12899,together,2,2.09
12900,prosecutor,2,2.09
12901,president,12,2.09
12902,straight,2,2.09
12903,celebration,0,2.09
12904,accessible,0,2.09
12905,forlorner,0,2.09
12906,immediately,2,2.09
12907,yourself,2,2.09
12908,followed,2,2.09
12909,touching,2,2.09
12910,shoulder,2,2.09
12911,sorrowful,2,2.09
12912,disposed,2,2.09
12913,himwhich,4,2.09
12914,supposition,2,2.09
12915,demonstration,2,2.09
12916,doorpost,2,2.09
12917,encouraged,4,2.09
12918,consolatory,0,2.09
12919,otherwise,2,2.09
12920,returned,2,2.09
12921,downstairs,2,2.09
12922,darkness,2,2.09
12923,tellsons,2,2.09
12924,bankinghouse,2,2.09
12925,precaution,2,2.09
12926,necessary,2,2.09
12927,preparation,2,2.09
12928,checking,2,2.09
12929,darkening,2,2.09
12930,possible,2,2.09
12931,consequences,2,2.09
12932,impression,2,2.09
12933,confirmed,4,2.09
12934,resolved,2,2.09
12935,described,2,2.09
12936,wineshop,2,2.09
12937,difficult,2,2.09
12938,question,2,2.09
12939,ascertained,2,2.09
12940,situation,2,2.09
12941,refreshment,2,2.09
12942,refreshed,2,2.09
12943,shopwindow,0,2.09
12944,slightly,2,2.09
12945,disordered,2,2.09
12946,arrangement,2,2.09
12947,defarges,2,2.09
12948,happened,2,2.09
12949,customer,2,2.09
12950,restless,2,2.09
12951,croaking,2,2.09
12952,drinking,2,2.09
12953,conversation,2,2.09
12954,defarges,2,2.09
12955,vengeance,2,2.09
12956,assisted,2,2.09
12957,conversation,2,2.09
12958,establishment,2,2.09
12959,indifferent,2,2.09
12960,careless,2,2.09
12961,advanced,2,2.09
12962,repeated,2,2.09
12963,inquisitively,2,2.09
12964,eyebrows,2,2.09
12965,answered,2,2.09
12966,returned,2,2.09
12967,puzzling,0,2.09
12968,evremonde,2,2.09
12969,republic,6,2.09
12970,certainly,2,2.09
12971,retorted,2,2.09
12972,pacifically,0,2.09
12973,remarked,2,2.09
12974,vengeance,2,2.09
12975,pleasure,2,2.09
12976,tomorrow,2,2.09
12977,followed,2,2.09
12978,forefinger,2,2.09
12979,studious,2,2.09
12980,absorbed,2,2.09
12981,together,2,2.09
12982,speaking,2,2.09
12983,disturbing,2,2.09
12984,attention,2,2.09
12985,conversation,2,2.09
12986,observed,2,2.09
12987,reasoned,2,2.09
12988,somewhere,2,2.09
12989,question,2,2.09
12990,extermination,2,2.09
12991,magnificent,2,2.09
12992,vengeance,2,2.09
12993,approved,2,2.09
12994,extermination,2,2.09
